job_id,titulo_vaga,cliente,vaga_sap,nivel_profissional_req,nivel_ingles_req,nivel_espanhol_req,areas_atuacao,principais_atividades,competencias,beneficios_raw,req_text,req_text_clean,req_text_clean_noaccents,req_len_tokens
5025,Analista de sistemas SQL - SR,"Morris, Moran and Dodson",False,Sênior,Avançado,Nenhum,TI - Sistemas e Ferramentas-,"Analista de sistemas Sr

Requisitos essenciais
o Formação na área de informática
o Inglês avançado (imprescindível neste nível) o Conhecimento e experiência em banco de dados SQL Server
Conhecimento em SQL
Ser capaz de desenvolver e compreender Queries","Requisitos desejáveis/diferencial
o Conhecimento em .NET (VB.Net e/ou C#)
o Conhecimento com especificações de casos de uso o Análise e modelagem de dados o Noções de Espanhol",,"Requisitos desejáveis/diferencial
o Conhecimento em .NET (VB.Net e/ou C#)
o Conhecimento com especificações de casos de uso o Análise e modelagem de dados o Noções de Espanhol Analista de sistemas Sr

Requisitos essenciais
o Formação na área de informática
o Inglês avançado (imprescindível neste nível) o Conhecimento e experiência em banco de dados SQL Server
Conhecimento em SQL
Ser capaz de desenvolver e compreender Queries",desejáveis/diferencial o em .net vb.net e/ou c# o com especificações de casos de uso o análise e modelagem de dados o noções de espanhol analista de sistemas sr essenciais o formação na área de informática o inglês avançado neste nível o e em banco de dados sql server em sql ser capaz de desenvolver e compreender queries,desejaveis/diferencial o em .net vb.net e/ou c# o com especificacoes de casos de uso o analise e modelagem de dados o nocoes de espanhol analista de sistemas sr essenciais o formacao na area de informatica o ingles avancado neste nivel o e em banco de dados sql server em sql ser capaz de desenvolver e compreender queries,57
5024,Dev .Net Core/Asp.Net - 11867570,"Wade, Bernard and Bailey",False,Analista,Básico,Básico,TI - Projetos-,"Localização: Preferência para Recife ou São Paulo. Mas dependendo da localização é negociável.

Necessário:
- Conhecimento em .Net Core
- Conhecimento em C# e/ou ASP.Net
- Conhecimento em SQL Server
- Conhecimento em Windows Server
- Boa comunicação
Primary Skill .NET Programming","Localização: Preferência para Recife ou São Paulo. Mas dependendo da localização é negociável.

Necessário:
- Conhecimento em .Net Core
- Conhecimento em C# e/ou ASP.Net
- Conhecimento em SQL Server
- Conhecimento em Windows Server
- Boa comunicação
Primary Skill .NET Programming",,"Localização: Preferência para Recife ou São Paulo. Mas dependendo da localização é negociável.

Necessário:
- Conhecimento em .Net Core
- Conhecimento em C# e/ou ASP.Net
- Conhecimento em SQL Server
- Conhecimento em Windows Server
- Boa comunicação
Primary Skill .NET Programming Localização: Preferência para Recife ou São Paulo. Mas dependendo da localização é negociável.

Necessário:
- Conhecimento em .Net Core
- Conhecimento em C# e/ou ASP.Net
- Conhecimento em SQL Server
- Conhecimento em Windows Server
- Boa comunicação
Primary Skill .NET Programming",localização preferência para recife ou são paulo. mas dependendo da localização é negociável. - em .net core - em c# e/ou asp.net - em sql server - em windows server - boa comunicação primary skill .net programming localização preferência para recife ou são paulo. - em .net core - em c# e/ou asp.net - em sql server - em windows server - boa comunicação primary skill .net programming,localizacao preferencia para recife ou sao paulo. mas dependendo da localizacao e negociavel. - em .net core - em c# e/ou asp.net - em sql server - em windows server - boa comunicacao primary skill .net programming localizacao preferencia para recife ou sao paulo. - em .net core - em c# e/ou asp.net - em sql server - em windows server - boa comunicacao primary skill .net programming,68
5023,SAP PM (Plant Maintenance) - Pleno,Mann and Sons,False,Sênior,Nenhum,Nenhum,TI - SAP-,"Experiência SAP PM (Plant Maintenance)
Conhecimento no processo de Centro de Serviço, especificamente na criação de Ordens de Serviço (OS) no SAP.","Experiência SAP PM (Plant Maintenance)
Conhecimento no processo de Centro de Serviço, especificamente na criação de Ordens de Serviço (OS) no SAP.",,"Experiência SAP PM (Plant Maintenance)
Conhecimento no processo de Centro de Serviço, especificamente na criação de Ordens de Serviço (OS) no SAP. Experiência SAP PM (Plant Maintenance)
Conhecimento no processo de Centro de Serviço, especificamente na criação de Ordens de Serviço (OS) no SAP.",sap pm plant maintenance no processo de centro de serviço especificamente na criação de ordens de serviço os no sap. sap pm plant maintenance no processo de centro de serviço especificamente na criação de ordens de serviço os no sap.,sap pm plant maintenance no processo de centro de servico especificamente na criacao de ordens de servico os no sap. sap pm plant maintenance no processo de centro de servico especificamente na criacao de ordens de servico os no sap.,40
5022,Consultor SAP MM - SR -RE-332203,"Morris, Moran and Dodson",False,Sênior,Nenhum,Nenhum,TI - SAP-,"Consultor SAP MM - SR

• Descrição - Atividades

Atuar como consultor SAP MM","• Mandatórios

Atuado em Projetos de Implementação e Melhoria
Mínimo de 7 anos de atuação
Conhecimentos sólidos em MM
Atuação em gestão de demandas/melhorias",,"• Mandatórios

Atuado em Projetos de Implementação e Melhoria
Mínimo de 7 anos de atuação
Conhecimentos sólidos em MM
Atuação em gestão de demandas/melhorias Consultor SAP MM - SR

• Descrição - Atividades

Atuar como consultor SAP MM",mandatórios atuado em projetos de implementação e melhoria mínimo de 7 anos de atuação sólidos em mm atuação em gestão de demandas/melhorias consultor sap mm - sr descrição - atuar como consultor sap mm,mandatorios atuado em projetos de implementacao e melhoria minimo de 7 anos de atuacao solidos em mm atuacao em gestao de demandas/melhorias consultor sap mm - sr descricao - atuar como consultor sap mm,34
5021,Analista de Negocios,Barnes-Woods,False,Pleno,Intermediário,Intermediário,Gestão e Alocação de Recursos de TI-,"Short Description
o Analista de Negocio _ conhecimento Tibco SpotFire
o Conhecimento em Metodologias Agile (Scrum, Kanban)
o Trabalho atualmente remoto

JD: Revisado pelo cliente.

Atuar como Analista de Negócios (BA) , fazendo levantamento de requisitos junto às diversas áreas da empresa, e estruturando soluções de dados. (Mandatório)

Atuar como interface entre as funções de negócios e TI e como um ponto de contato para líderes de negócios a fim de lançar iniciativas, liderando e conduzindo a fase de escopo. (Mandatório)

Mandatório possuir experiência em Tibco Spotfire 10 para confecção de dashboards, suporte às áreas de negócio e desenvolvimento de soluções de dados. (Mandatório e Extremamente Necessário – Função Principal)

Possuir experiência em projetos de Data Warehouse / BI, modelagem de dados, banco de dados SQL Server e/ou Oracle. (Desejável)

Realizar mapeamento / estrutura de dados relacionados a soluções em Analytics. (Desejável)

Ingles e Espanhol - desejavel","Short Description
o Analista de Negocio _ conhecimento Tibco SpotFire
o Conhecimento em Metodologias Agile (Scrum, Kanban)
o Trabalho atualmente remoto

JD: Revisado pelo cliente.

Atuar como Analista de Negócios (BA) , fazendo levantamento de requisitos junto às diversas áreas da empresa, e estruturando soluções de dados. (Mandatório)

Atuar como interface entre as funções de negócios e TI e como um ponto de contato para líderes de negócios a fim de lançar iniciativas, liderando e conduzindo a fase de escopo. (Mandatório)

Mandatório possuir experiência em Tibco Spotfire 10 para confecção de dashboards, suporte às áreas de negócio e desenvolvimento de soluções de dados. (Mandatório e Extremamente Necessário – Função Principal)

Possuir experiência em projetos de Data Warehouse / BI, modelagem de dados, banco de dados SQL Server e/ou Oracle. (Desejável)

Realizar mapeamento / estrutura de dados relacionados a soluções em Analytics. (Desejável)

Ingles e Espanhol - desejavel",,"Short Description
o Analista de Negocio _ conhecimento Tibco SpotFire
o Conhecimento em Metodologias Agile (Scrum, Kanban)
o Trabalho atualmente remoto

JD: Revisado pelo cliente.

Atuar como Analista de Negócios (BA) , fazendo levantamento de requisitos junto às diversas áreas da empresa, e estruturando soluções de dados. (Mandatório)

Atuar como interface entre as funções de negócios e TI e como um ponto de contato para líderes de negócios a fim de lançar iniciativas, liderando e conduzindo a fase de escopo. (Mandatório)

Mandatório possuir experiência em Tibco Spotfire 10 para confecção de dashboards, suporte às áreas de negócio e desenvolvimento de soluções de dados. (Mandatório e Extremamente Necessário – Função Principal)

Possuir experiência em projetos de Data Warehouse / BI, modelagem de dados, banco de dados SQL Server e/ou Oracle. (Desejável)

Realizar mapeamento / estrutura de dados relacionados a soluções em Analytics. (Desejável)

Ingles e Espanhol - desejavel Short Description
o Analista de Negocio _ conhecimento Tibco SpotFire
o Conhecimento em Metodologias Agile (Scrum, Kanban)
o Trabalho atualmente remoto

JD: Revisado pelo cliente.

Atuar como Analista de Negócios (BA) , fazendo levantamento de requisitos junto às diversas áreas da empresa, e estruturando soluções de dados. (Mandatório)

Atuar como interface entre as funções de negócios e TI e como um ponto de contato para líderes de negócios a fim de lançar iniciativas, liderando e conduzindo a fase de escopo. (Mandatório)

Mandatório possuir experiência em Tibco Spotfire 10 para confecção de dashboards, suporte às áreas de negócio e desenvolvimento de soluções de dados. (Mandatório e Extremamente Necessário – Função Principal)

Possuir experiência em projetos de Data Warehouse / BI, modelagem de dados, banco de dados SQL Server e/ou Oracle. (Desejável)

Realizar mapeamento / estrutura de dados relacionados a soluções em Analytics. (Desejável)

Ingles e Espanhol - desejavel",short description o analista de negocio tibco spotfire o em metodologias agile scrum kanban o trabalho atualmente remoto jd revisado pelo cliente. atuar como analista de negócios ba fazendo levantamento de junto às diversas áreas da empresa e estruturando soluções de dados. mandatório atuar como interface entre as funções de negócios e ti e como um ponto de contato para líderes de negócios a fim de lançar iniciativas liderando e conduzindo a fase de escopo. mandatório mandatório possuir em tibco spotfire 10 para confecção de dashboards suporte às áreas de negócio e desenvolvimento de soluções de dados. mandatório e extremamente - função principal possuir em projetos de data warehouse / bi modelagem de dados banco de dados sql server e/ou oracle. realizar mapeamento / estrutura de dados relacionados a soluções em analytics. ingles e espanhol - short description o analista de negocio tibco spotfire o em metodologias agile scrum kanban o trabalho atualmente remoto jd revisado pelo cliente. ingles e espanhol -,short description o analista de negocio tibco spotfire o em metodologias agile scrum kanban o trabalho atualmente remoto jd revisado pelo cliente. atuar como analista de negocios ba fazendo levantamento de junto as diversas areas da empresa e estruturando solucoes de dados. mandatorio atuar como interface entre as funcoes de negocios e ti e como um ponto de contato para lideres de negocios a fim de lancar iniciativas liderando e conduzindo a fase de escopo. mandatorio mandatorio possuir em tibco spotfire 10 para confeccao de dashboards suporte as areas de negocio e desenvolvimento de solucoes de dados. mandatorio e extremamente - funcao principal possuir em projetos de data warehouse / bi modelagem de dados banco de dados sql server e/ou oracle. realizar mapeamento / estrutura de dados relacionados a solucoes em analytics. ingles e espanhol - short description o analista de negocio tibco spotfire o em metodologias agile scrum kanban o trabalho atualmente remoto jd revisado pelo cliente. ingles e espanhol -,162
5020,SAP ABAP - Ingles Mandatorio - 11857669,Nelson-Page,False,Analista,Fluente,Básico,TI - Projetos-,"Configuration & Release Management - Design, build and configure applications to meet business process and application requirements.
Advanced English is mandatory.
Outros detalhes do trabalho: 1 - Build Management (P3 - Advanced) | 2 - Design & Build Enablement (P3 - Advanced)
Primary Skill * Others (Please note the Skill at the beginning of Job Description)","Configuration & Release Management - Design, build and configure applications to meet business process and application requirements.
Advanced English is mandatory.
Outros detalhes do trabalho: 1 - Build Management (P3 - Advanced) | 2 - Design & Build Enablement (P3 - Advanced)
Primary Skill * Others (Please note the Skill at the beginning of Job Description)",,"Configuration & Release Management - Design, build and configure applications to meet business process and application requirements.
Advanced English is mandatory.
Outros detalhes do trabalho: 1 - Build Management (P3 - Advanced) | 2 - Design & Build Enablement (P3 - Advanced)
Primary Skill * Others (Please note the Skill at the beginning of Job Description) Configuration & Release Management - Design, build and configure applications to meet business process and application requirements.
Advanced English is mandatory.
Outros detalhes do trabalho: 1 - Build Management (P3 - Advanced) | 2 - Design & Build Enablement (P3 - Advanced)
Primary Skill * Others (Please note the Skill at the beginning of Job Description)",configuration release management - design build and configure applications to meet business process and application requirements. advanced english is mandatory. outros detalhes do trabalho 1 - build management p3 - advanced 2 - design build enablement p3 - advanced primary skill others please note the skill at the beginning of job description configuration release management - design build and configure applications to meet business process and application requirements. outros detalhes do trabalho 1 - build management p3 - advanced 2 - design build enablement p3 - advanced primary skill others please note the skill at the beginning of job description,configuration release management - design build and configure applications to meet business process and application requirements. advanced english is mandatory. outros detalhes do trabalho 1 - build management p3 - advanced 2 - design build enablement p3 - advanced primary skill others please note the skill at the beginning of job description configuration release management - design build and configure applications to meet business process and application requirements. outros detalhes do trabalho 1 - build management p3 - advanced 2 - design build enablement p3 - advanced primary skill others please note the skill at the beginning of job description,100
5019,Informatica PowerCenter- 11847380,Nelson-Page,False,Analista,Básico,Básico,TI - Projetos-,"Especialista na ferramenta de ETL PowerCenter para realizar os ajustes no motor de conversão.
Outros detalhes do trabalho: 1 - Extract Transform & Load (ETL) Tools (P2 - Intermediate)
Primary Skill Informatica PowerCenter","Especialista na ferramenta de ETL PowerCenter para realizar os ajustes no motor de conversão.
Outros detalhes do trabalho: 1 - Extract Transform & Load (ETL) Tools (P2 - Intermediate)
Primary Skill Informatica PowerCenter",,"Especialista na ferramenta de ETL PowerCenter para realizar os ajustes no motor de conversão.
Outros detalhes do trabalho: 1 - Extract Transform & Load (ETL) Tools (P2 - Intermediate)
Primary Skill Informatica PowerCenter Especialista na ferramenta de ETL PowerCenter para realizar os ajustes no motor de conversão.
Outros detalhes do trabalho: 1 - Extract Transform & Load (ETL) Tools (P2 - Intermediate)
Primary Skill Informatica PowerCenter",especialista na ferramenta de etl powercenter para realizar os ajustes no motor de conversão. outros detalhes do trabalho 1 - extract transform load etl tools p2 - intermediate primary skill informatica powercenter especialista na ferramenta de etl powercenter para realizar os ajustes no motor de conversão. outros detalhes do trabalho 1 - extract transform load etl tools p2 - intermediate primary skill informatica powercenter,especialista na ferramenta de etl powercenter para realizar os ajustes no motor de conversao. outros detalhes do trabalho 1 - extract transform load etl tools p2 - intermediate primary skill informatica powercenter especialista na ferramenta de etl powercenter para realizar os ajustes no motor de conversao. outros detalhes do trabalho 1 - extract transform load etl tools p2 - intermediate primary skill informatica powercenter,64
5018,Informatica PowerCenter - 11847380,Nelson-Page,False,Analista,Básico,Básico,TI - Projetos-,"Especialista na ferramenta de ETL PowerCenter para realizar os ajustes no motor de conversão.
Outros detalhes do trabalho: 1 - Extract Transform & Load (ETL) Tools (P2 - Intermediate)
Primary Skill Informatica PowerCenter","Especialista na ferramenta de ETL PowerCenter para realizar os ajustes no motor de conversão.
Outros detalhes do trabalho: 1 - Extract Transform & Load (ETL) Tools (P2 - Intermediate)
Primary Skill Informatica PowerCenter",,"Especialista na ferramenta de ETL PowerCenter para realizar os ajustes no motor de conversão.
Outros detalhes do trabalho: 1 - Extract Transform & Load (ETL) Tools (P2 - Intermediate)
Primary Skill Informatica PowerCenter Especialista na ferramenta de ETL PowerCenter para realizar os ajustes no motor de conversão.
Outros detalhes do trabalho: 1 - Extract Transform & Load (ETL) Tools (P2 - Intermediate)
Primary Skill Informatica PowerCenter",especialista na ferramenta de etl powercenter para realizar os ajustes no motor de conversão. outros detalhes do trabalho 1 - extract transform load etl tools p2 - intermediate primary skill informatica powercenter especialista na ferramenta de etl powercenter para realizar os ajustes no motor de conversão. outros detalhes do trabalho 1 - extract transform load etl tools p2 - intermediate primary skill informatica powercenter,especialista na ferramenta de etl powercenter para realizar os ajustes no motor de conversao. outros detalhes do trabalho 1 - extract transform load etl tools p2 - intermediate primary skill informatica powercenter especialista na ferramenta de etl powercenter para realizar os ajustes no motor de conversao. outros detalhes do trabalho 1 - extract transform load etl tools p2 - intermediate primary skill informatica powercenter,64
5017,Coordenacao / Node.Js - 11845566,Nelson-Page,False,Analista,Básico,Básico,TI - Projetos-,"- Alto conhecimento da arquitetura de projetos de produtos digitais
- Conhecimento em novas tecnológicas e tendências de mercado,
- Condução de projetos e/ou vivência dentro de um Centro de Excelência, com entendimento sobre o modelo operacional de implementação tecnológica e engajamento de áreas de negócio
- Background técnico (mobile, full stack, cloud);
- Forte desejo de trabalhar na transformação de negócios orientado à tecnologia
Diferencias:
Certificação Scrum Master Fundamentals
Certificação AWS Practitioner
Experiência na condução de times ágeis
Experiência em arquitetura de software
Experiência na arquitetura de micro serviços
Conhecimentos de arquitetura Cloud Native
Ferramentas utilizadas no dia a dia: Jenkins, Jira, Rally, Remedy, AWS S3, Heroku
Outros detalhes do trabalho: 1 - Scrum (P4 - Expert) | 2 - Amazon Web Services (P3 - Advanced) | 3 - Digital Solutions Technical Architecture (P2 - Intermediate)
Primary Skill Node.js","- Alto conhecimento da arquitetura de projetos de produtos digitais
- Conhecimento em novas tecnológicas e tendências de mercado,
- Condução de projetos e/ou vivência dentro de um Centro de Excelência, com entendimento sobre o modelo operacional de implementação tecnológica e engajamento de áreas de negócio
- Background técnico (mobile, full stack, cloud);
- Forte desejo de trabalhar na transformação de negócios orientado à tecnologia
Diferencias:
Certificação Scrum Master Fundamentals
Certificação AWS Practitioner
Experiência na condução de times ágeis
Experiência em arquitetura de software
Experiência na arquitetura de micro serviços
Conhecimentos de arquitetura Cloud Native
Ferramentas utilizadas no dia a dia: Jenkins, Jira, Rally, Remedy, AWS S3, Heroku
Outros detalhes do trabalho: 1 - Scrum (P4 - Expert) | 2 - Amazon Web Services (P3 - Advanced) | 3 - Digital Solutions Technical Architecture (P2 - Intermediate)
Primary Skill Node.js",,"- Alto conhecimento da arquitetura de projetos de produtos digitais
- Conhecimento em novas tecnológicas e tendências de mercado,
- Condução de projetos e/ou vivência dentro de um Centro de Excelência, com entendimento sobre o modelo operacional de implementação tecnológica e engajamento de áreas de negócio
- Background técnico (mobile, full stack, cloud);
- Forte desejo de trabalhar na transformação de negócios orientado à tecnologia
Diferencias:
Certificação Scrum Master Fundamentals
Certificação AWS Practitioner
Experiência na condução de times ágeis
Experiência em arquitetura de software
Experiência na arquitetura de micro serviços
Conhecimentos de arquitetura Cloud Native
Ferramentas utilizadas no dia a dia: Jenkins, Jira, Rally, Remedy, AWS S3, Heroku
Outros detalhes do trabalho: 1 - Scrum (P4 - Expert) | 2 - Amazon Web Services (P3 - Advanced) | 3 - Digital Solutions Technical Architecture (P2 - Intermediate)
Primary Skill Node.js - Alto conhecimento da arquitetura de projetos de produtos digitais
- Conhecimento em novas tecnológicas e tendências de mercado,
- Condução de projetos e/ou vivência dentro de um Centro de Excelência, com entendimento sobre o modelo operacional de implementação tecnológica e engajamento de áreas de negócio
- Background técnico (mobile, full stack, cloud);
- Forte desejo de trabalhar na transformação de negócios orientado à tecnologia
Diferencias:
Certificação Scrum Master Fundamentals
Certificação AWS Practitioner
Experiência na condução de times ágeis
Experiência em arquitetura de software
Experiência na arquitetura de micro serviços
Conhecimentos de arquitetura Cloud Native
Ferramentas utilizadas no dia a dia: Jenkins, Jira, Rally, Remedy, AWS S3, Heroku
Outros detalhes do trabalho: 1 - Scrum (P4 - Expert) | 2 - Amazon Web Services (P3 - Advanced) | 3 - Digital Solutions Technical Architecture (P2 - Intermediate)
Primary Skill Node.js",- alto da arquitetura de projetos de produtos digitais - em novas tecnológicas e tendências de mercado - condução de projetos e/ou vivência dentro de um centro de excelência com entendimento sobre o modelo operacional de implementação tecnológica e engajamento de áreas de negócio - background técnico mobile full stack cloud - forte desejo de trabalhar na transformação de negócios orientado à tecnologia diferencias certificação scrum master fundamentals certificação aws practitioner na condução de times ágeis em arquitetura de software na arquitetura de micro serviços de arquitetura cloud native ferramentas utilizadas no dia a dia jenkins jira rally remedy aws s3 heroku outros detalhes do trabalho 1 - scrum p4 - expert 2 - amazon web services p3 - advanced 3 - digital solutions technical architecture p2 - intermediate primary skill node.js - alto da arquitetura de projetos de produtos digitais - em novas tecnológicas e tendências de mercado - condução de projetos e/ou vivência dentro de um centro de excelência com entendimento sobre o modelo operacional de implementação tecnológica e engajamento de áreas de negócio - background técnico mobile full stack cloud - forte desejo de trabalhar na transformação de negócios orientado à tecnologia diferencias certificação scrum master fundamentals certificação aws practitioner na condução de times ágeis em arquitetura de software na arquitetura de micro serviços de arquitetura cloud native ferramentas utilizadas no dia a dia jenkins jira rally remedy aws s3 heroku outros detalhes do trabalho 1 - scrum p4 - expert 2 - amazon web services p3 - advanced 3 - digital solutions technical architecture p2 - intermediate primary skill node.js,- alto da arquitetura de projetos de produtos digitais - em novas tecnologicas e tendencias de mercado - conducao de projetos e/ou vivencia dentro de um centro de excelencia com entendimento sobre o modelo operacional de implementacao tecnologica e engajamento de areas de negocio - background tecnico mobile full stack cloud - forte desejo de trabalhar na transformacao de negocios orientado a tecnologia diferencias certificacao scrum master fundamentals certificacao aws practitioner na conducao de times ageis em arquitetura de software na arquitetura de micro servicos de arquitetura cloud native ferramentas utilizadas no dia a dia jenkins jira rally remedy aws s3 heroku outros detalhes do trabalho 1 - scrum p4 - expert 2 - amazon web services p3 - advanced 3 - digital solutions technical architecture p2 - intermediate primary skill node.js - alto da arquitetura de projetos de produtos digitais - em novas tecnologicas e tendencias de mercado - conducao de projetos e/ou vivencia dentro de um centro de excelencia com entendimento sobre o modelo operacional de implementacao tecnologica e engajamento de areas de negocio - background tecnico mobile full stack cloud - forte desejo de trabalhar na transformacao de negocios orientado a tecnologia diferencias certificacao scrum master fundamentals certificacao aws practitioner na conducao de times ageis em arquitetura de software na arquitetura de micro servicos de arquitetura cloud native ferramentas utilizadas no dia a dia jenkins jira rally remedy aws s3 heroku outros detalhes do trabalho 1 - scrum p4 - expert 2 - amazon web services p3 - advanced 3 - digital solutions technical architecture p2 - intermediate primary skill node.js,264
5016,2021-2630380-Analista programador mainframe-Bradesco,Barnes-Woods,False,Sênior,Nenhum,Nenhum,Gestão e Alocação de Recursos de TI-,"Job description:
· Cobol
· CICS
· IMS
· JCL
· Control-m
· Experiência acima de 6 anos
· Changeman
· Hexavision
· Desejável: Conhecimento do ambiente de instituição financeira","Job description:
· Cobol
· CICS
· IMS
· JCL
· Control-m
· Experiência acima de 6 anos
· Changeman
· Hexavision
· Desejável: Conhecimento do ambiente de instituição financiera",,"Job description:
· Cobol
· CICS
· IMS
· JCL
· Control-m
· Experiência acima de 6 anos
· Changeman
· Hexavision
· Desejável: Conhecimento do ambiente de instituição financiera Job description:
· Cobol
· CICS
· IMS
· JCL
· Control-m
· Experiência acima de 6 anos
· Changeman
· Hexavision
· Desejável: Conhecimento do ambiente de instituição financeira",job description cobol cics ims jcl control-m acima de 6 anos changeman hexavision do ambiente de instituição financiera job description cobol cics ims jcl control-m acima de 6 anos changeman hexavision do ambiente de instituição financeira,job description cobol cics ims jcl control-m acima de 6 anos changeman hexavision do ambiente de instituicao financiera job description cobol cics ims jcl control-m acima de 6 anos changeman hexavision do ambiente de instituicao financeira,36
5015,Node.Js - 11845575,Nelson-Page,False,Analista,Básico,Básico,TI - Projetos-,""" - Conhecimento e boas praticas da arquitetura de projetos de produtos digitais
- Conhecimento e interesse em novas tecnológicas e tendências de mercado,
- Background técnico (mobile, full stack, cloud);
- Forte desejo de trabalhar na transformação de negócios orientado à tecnologia
Diferenciais:
Certificações Ageis e de Gestão
Certificações técnicas em Cloud
Inglês avançado
Devops
Ferramentas utilizadas no dia a dia: Jenkins, Jira, Rally, Remedy, AWS S3, Heroku""
Outros detalhes do trabalho: 1 - Scrum (P4 - Expert) | 2 - Amazon Web Services (P2 - Intermediate) | 3 - Digital Solutions Technical Architecture (P1 - Beginner)
Primary Skill Node.js",""" - Conhecimento e boas praticas da arquitetura de projetos de produtos digitais
- Conhecimento e interesse em novas tecnológicas e tendências de mercado,
- Background técnico (mobile, full stack, cloud);
- Forte desejo de trabalhar na transformação de negócios orientado à tecnologia
Diferenciais:
Certificações Ageis e de Gestão
Certificações técnicas em Cloud
Inglês avançado
Devops
Ferramentas utilizadas no dia a dia: Jenkins, Jira, Rally, Remedy, AWS S3, Heroku""
Outros detalhes do trabalho: 1 - Scrum (P4 - Expert) | 2 - Amazon Web Services (P2 - Intermediate) | 3 - Digital Solutions Technical Architecture (P1 - Beginner)
Primary Skill Node.js",,""" - Conhecimento e boas praticas da arquitetura de projetos de produtos digitais
- Conhecimento e interesse em novas tecnológicas e tendências de mercado,
- Background técnico (mobile, full stack, cloud);
- Forte desejo de trabalhar na transformação de negócios orientado à tecnologia
Diferenciais:
Certificações Ageis e de Gestão
Certificações técnicas em Cloud
Inglês avançado
Devops
Ferramentas utilizadas no dia a dia: Jenkins, Jira, Rally, Remedy, AWS S3, Heroku""
Outros detalhes do trabalho: 1 - Scrum (P4 - Expert) | 2 - Amazon Web Services (P2 - Intermediate) | 3 - Digital Solutions Technical Architecture (P1 - Beginner)
Primary Skill Node.js "" - Conhecimento e boas praticas da arquitetura de projetos de produtos digitais
- Conhecimento e interesse em novas tecnológicas e tendências de mercado,
- Background técnico (mobile, full stack, cloud);
- Forte desejo de trabalhar na transformação de negócios orientado à tecnologia
Diferenciais:
Certificações Ageis e de Gestão
Certificações técnicas em Cloud
Inglês avançado
Devops
Ferramentas utilizadas no dia a dia: Jenkins, Jira, Rally, Remedy, AWS S3, Heroku""
Outros detalhes do trabalho: 1 - Scrum (P4 - Expert) | 2 - Amazon Web Services (P2 - Intermediate) | 3 - Digital Solutions Technical Architecture (P1 - Beginner)
Primary Skill Node.js",- e boas praticas da arquitetura de projetos de produtos digitais - e interesse em novas tecnológicas e tendências de mercado - background técnico mobile full stack cloud - forte desejo de trabalhar na transformação de negócios orientado à tecnologia diferenciais certificações ageis e de gestão certificações técnicas em cloud inglês avançado devops ferramentas utilizadas no dia a dia jenkins jira rally remedy aws s3 heroku outros detalhes do trabalho 1 - scrum p4 - expert 2 - amazon web services p2 - intermediate 3 - digital solutions technical architecture p1 - beginner primary skill node.js - e boas praticas da arquitetura de projetos de produtos digitais - e interesse em novas tecnológicas e tendências de mercado - background técnico mobile full stack cloud - forte desejo de trabalhar na transformação de negócios orientado à tecnologia diferenciais certificações ageis e de gestão certificações técnicas em cloud inglês avançado devops ferramentas utilizadas no dia a dia jenkins jira rally remedy aws s3 heroku outros detalhes do trabalho 1 - scrum p4 - expert 2 - amazon web services p2 - intermediate 3 - digital solutions technical architecture p1 - beginner primary skill node.js,- e boas praticas da arquitetura de projetos de produtos digitais - e interesse em novas tecnologicas e tendencias de mercado - background tecnico mobile full stack cloud - forte desejo de trabalhar na transformacao de negocios orientado a tecnologia diferenciais certificacoes ageis e de gestao certificacoes tecnicas em cloud ingles avancado devops ferramentas utilizadas no dia a dia jenkins jira rally remedy aws s3 heroku outros detalhes do trabalho 1 - scrum p4 - expert 2 - amazon web services p2 - intermediate 3 - digital solutions technical architecture p1 - beginner primary skill node.js - e boas praticas da arquitetura de projetos de produtos digitais - e interesse em novas tecnologicas e tendencias de mercado - background tecnico mobile full stack cloud - forte desejo de trabalhar na transformacao de negocios orientado a tecnologia diferenciais certificacoes ageis e de gestao certificacoes tecnicas em cloud ingles avancado devops ferramentas utilizadas no dia a dia jenkins jira rally remedy aws s3 heroku outros detalhes do trabalho 1 - scrum p4 - expert 2 - amazon web services p2 - intermediate 3 - digital solutions technical architecture p1 - beginner primary skill node.js,192
